X,Y
274.4278273331307,372.9247794066422
274.4278273331307,372.9247794066422
70.67278475459807,148.49515483648628
274.4278273331307,372.9247794066422
70.67278475459605,148.4951548364864
274.4278273331312,372.92477940664173
70.67278475459779,148.49515483648565
274.4278273331312,372.92477940664173
70.67278475459779,148.49515483648565
70.67278475459804,148.49515483648617
70.67278475459804,148.49515483648617
70.67278475459779,148.49515483648565
34.18242336740015,83.29545311200457
34.18242336740015,83.29545311200457
70.67278475459779,148.4951548364857
70.67278475459614,148.4951548364864
70.67278475459779,148.4951548364857
70.67278475459779,148.4951548364857
34.182423367400204,83.29545311200468
70.67278475459779,148.4951548364857
41.32020556853401,36.886570213614064
70.6727847545962,148.4951548364864
70.67278475459781,148.4951548364857
41.320205568534035,36.88657021361408
41.32020556853412,36.88657021361398
41.32020556853392,36.88657021361398
70.67278475459804,148.49515483648617
9.143785279781529,27.04989839784782
41.32020556853412,36.88657021361398
34.182423367400204,83.29545311200468
41.320205568534035,36.88657021361408
70.67278475459804,148.49515483648617
9.143785279781493,27.04989839784775
41.32020556853401,36.886570213614064
9.143785279781493,27.04989839784775
2.5173531607100346,8.510263992756254
34.182423367400204,83.29545311200468
41.32020556853401,36.886570213614064
70.67278475459804,148.49515483648617
41.32020556853412,36.88657021361398
41.32020556853412,36.88657021361398
34.18242336740019,83.29545311200468
41.32020556853401,36.886570213614064
70.67278475459804,148.49515483648617
70.67278475459804,148.49515483648617
70.67278475459804,148.49515483648617
2.5173531607100257,8.510263992756194
70.67278475459804,148.49515483648617
2.517353160710031,8.510263992756215
2.5173531607100346,8.510263992756254
41.32020556853412,36.88657021361398
70.67278475459804,148.49515483648617
2.5173531607100346,8.510263992756254
2.517353160710031,8.510263992756215
9.143785279781508,27.049898397847784
70.67278475459801,148.49515483648617
41.32020556853412,36.88657021361398
41.32020556853412,36.88657021361398
34.18242336740013,83.29545311200454
9.143785279781529,27.04989839784782
41.32020556853395,36.88657021361401
2.51735316071003,8.510263992756219
2.5173531607100257,8.510263992756194
70.67278475459798,148.4951548364861
41.32020556853395,36.88657021361401
41.32020556853395,36.88657021361401
70.67278475459793,148.49515483648594
9.143785279781508,27.049898397847777
2.5173531607100257,8.510263992756194
2.5173531607100275,8.510263992756233
70.67278475459793,148.49515483648594
2.5173531607100257,8.510263992756194
70.67278475459636,148.4951548364864
2.5173531607100346,8.510263992756254
70.67278475459793,148.495154836486
9.143785279781504,27.04989839784777
34.18242336740013,83.29545311200454
9.143785279781529,27.04989839784782
70.67278475459793,148.495154836486
2.5173531607100346,8.510263992756254
41.32020556853395,36.88657021361401
2.5173531607100257,8.510263992756194
2.5173531607100275,8.510263992756233
41.32020556853395,36.88657021361401
2.5173531607100346,8.510263992756254
2.5173531607100346,8.510263992756254
2.5173531607100275,8.510263992756233
41.320205568533964,36.88657021361401
70.67278475459798,148.4951548364861
41.320205568533964,36.88657021361402
2.517353160710031,8.510263992756233
70.67278475459779,148.49515483648565
41.32020556853412,36.88657021361398
41.32020556853401,36.886570213614064
2.517353160710031,8.510263992756233
34.18242336740013,83.29545311200454
30.254173909778924,33.50356735769649
60.78319026508573,130.82477322392137
2.517353160710033,8.51026399275624
2.5173531607100257,8.510263992756194
