X,Y
973.4256446965467,899.161581590563
287.94209178154154,632.2259472039733
19.048745663156286,616.8662666419036
747.7794813815993,350.2284802442489
11.06825715677806,291.83316632090407
502.817537589483,830.4882666076443
516.6747835133766,85.2399499102342
978.6345671667514,731.2712635456433
320.1108891684614,343.2542783817827
684.536155707373,551.2155406726025
648.6198696227063,941.7174448307836
813.8767431456531,468.21221757099283
46.21381514918021,321.227243790577
94.16200288189991,410.51681507095594
844.2725033494531,362.90924294571624
210.85048417762607,983.9823584232062
744.0313728842834,837.8787289263021
592.0622553968093,618.6957437689621
124.45077991621922,307.3442381046767
281.27591316633595,953.7441053309311
334.50896193247627,194.2937572394904
55.74836249673743,695.3284419373751
675.1384877653919,890.2520945744941
550.2752610842896,513.001188816875
759.800924045223,237.6321079793329
271.53498525737683,185.4713288919627
337.15036941309194,571.4855801376274
136.39914540454512,875.6645852882907
428.42707933070443,13.493305409703282
41.07155533233142,258.4943553135509
357.28235603173744,370.0320835448431
960.0535044011718,974.0458252551829
192.1971329598201,768.4321249769689
726.0634237776352,235.5252210345964
390.28853028318724,870.2627768156702
470.8575692978958,270.56653080384865
787.7769658237045,883.7870690503986
435.6130284748557,358.7215848873244
587.023780392033,794.979714704133
997.0839259027682,324.41348643850176
843.9076128695766,277.908890232142
673.9762840289746,643.1090227755734
616.8207247606505,298.43692206178554
853.0793154871786,465.96887768505735
931.5969454403046,752.7907873396935
928.7737103769487,774.7411985384671
662.2155432885135,132.34833984673867
963.6453705888974,941.1769514466356
242.4845492386879,746.6265675834527
728.844635173669,168.48894838587026
470.43676666199366,184.73237709728528
624.8446089904508,544.3941758279187
312.7321834712897,102.51973507988232
371.5730972470411,847.5208176012807
142.2243874217186,100.79826659663415
517.9489174707295,886.3172776761369
925.8368313016116,292.27411043715637
564.6717250713741,116.93468387656092
618.6459085612047,422.37719749690064
4.787721072284201,822.4663247865107
759.1362684974522,763.350881241312
177.5201486555571,778.673942041793
653.1699610615715,123.38741219599802
477.3503099400965,856.1156222975372
575.0758641318996,278.3432151162798
839.8912045121729,599.2915739984184
680.1015655259259,906.848636892728
162.48253287276125,340.6473301492362
310.92264829926575,752.3875560294265
594.7714077165866,101.08510339114585
197.87691989300805,512.9660096820062
308.57784119334764,827.7857733896748
94.6709880638662,657.8426305041907
877.2944002055996,129.35745266441302
625.703997786161,995.702514982681
149.849113123666,333.7106194466638
642.756947547295,653.16572776378
67.9472540366699,379.1671093746164
318.37648763189543,558.1486287970469
759.9827714698836,252.73984747642908
810.918538342448,757.0143145058129
313.94360131034637,776.6455571913235
188.5498546548684,801.118180566844
432.0265649455334,415.3111920097059
390.38694896984526,90.15162576792024
630.7249558274913,42.202742893821195
238.02500704413154,804.9526591945048
294.3266191422533,280.9456843108684
226.07029266756206,542.0742051165068
272.10314532046766,240.49743185544415
144.76348649400327,77.32395883101218
602.3592879032359,773.6208344186977
451.1328368315808,151.6252668099173
544.4728618379479,573.1506741654235
866.7682180384139,191.03429754150724
453.55489417832894,796.1931954669649
662.0957963578188,719.0863669817934
895.6403251416262,748.048123999979
840.7731469224693,230.96455997635223
817.7855847427908,95.53908534771527
